playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,current_hero,current_boss,current_series,mode,hero_name,boss_name,series_name,verification_status,verification_reason,stt_confidence,stt_raw,final_title,final_description,needs_review,apply,review_notes,pair_score
79,7J7G5yWzK7s,2026-03-30T04:40:40Z,public,default_timestamp,TRUE,2026-03-23 17:59:42,Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42,"Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"I got you a corner now, what's in your pockets?",Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42,"Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
80,uxYVyYiK6L0,2026-03-30T04:39:54Z,public,default_timestamp,TRUE,2026-03-23 18:04:46,Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46,"Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,This is the perfect opportunity to drum up some unicorns. Well hello there. I've been to help you in these trying times.,Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46,"Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
81,CSnDdQj8vEc,2026-03-30T04:38:08Z,public,default_timestamp,TRUE,2026-03-23 18:12:24,Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24,"Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"And, versus Maru! One of the farm's goons? Come here and get what's coming to you! Excuse me! You are not doing this!",Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24,"Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
82,8WzqAzkw6dI,2026-03-30T04:37:14Z,public,default_timestamp,TRUE,2026-03-23 18:20:28,Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28,"Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Not what is not what is the fuuuut Vert bad,Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28,"Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
83,KkmtoKkEQzQ,2026-03-30T04:35:41Z,public,default_timestamp,TRUE,2026-03-23 18:25:45,Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45,"Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,This is the perfect opportunity to drum up some new recruits. I don't mind this old traveling merchant. It's kinda quaint.,Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45,"Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
84,70Qv1sgKMG0,2026-03-30T04:34:18Z,public,default_timestamp,TRUE,2026-03-23 18:29:41,Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41,"Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"And versus so this! A Titan watcher. They've unleashed all of the security measures then. Begone, Earthin!",Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41,"Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
85,ZCcbhn1HFz8,2026-03-30T04:33:16Z,public,default_timestamp,TRUE,2026-03-23 19:16:39,Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39,"Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Though I mean defensively, he cannot be happy. I don't care who you're playing. Give up 76 at this point, defensive. Larson Euro. Nope. Clock off, one shot for the spurt.",Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39,"Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
86,Qn4NsmT7MoA,2026-03-30T04:32:26Z,public,default_timestamp,TRUE,2026-03-23 19:21:37,Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37,"Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Versus the big lord of madness Madness No, no, stay focused front you must be mad to keep coming back",Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37,"Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
87,pRm2v7PLUj0,2026-03-30T04:30:29Z,public,default_timestamp,TRUE,2026-03-23 19:31:28,Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28,"Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"I got you, corner now! My beetles ate a bunch of trespassers! I ain't either!",Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28,"Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
88,GkBTpcwM4f0,2026-03-30T04:29:37Z,public,default_timestamp,TRUE,2026-03-23 19:45:34,Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34,"Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"That shoot throw to me. I'm at the right back to you. Same hand, same deal. Oh. Whoo. That's the same. Real. The Texas Queen Teaser.",Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34,"Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
89,amSq3jZt2LU,2026-03-30T04:27:46Z,public,default_timestamp,TRUE,2026-03-23 19:40:37,Hearthstone Heroes of Warcraft  2026 03 23T19 40 37,"Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,I think it's my favorite flavor robot right now,Hearthstone Heroes of Warcraft  2026 03 23T19 40 37,"Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
90,NDa8bC6SL68,2026-03-30T04:25:59Z,public,default_timestamp,TRUE,2026-03-23 19:53:08,Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08,"Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,J armour.,Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08,"Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
91,a38Bg2CO4J4,2026-03-30T04:24:40Z,public,default_timestamp,TRUE,2026-03-23 15:36:53,Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"All right, I need everyone to listen up. Our wages have come in, so there's no work today. Yeah! Okay, it's time to get training!",Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
92,MRjqgPUqG0w,2026-03-30T04:22:50Z,public,default_timestamp,TRUE,2026-03-23 15:40:41,Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41,"Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"I can't believe how many new friends I've made. Hmm? Now, let's play nice, okay? Ha ha ha! Go, Nurt! Go, Nurt! Go, Nurt! Go, Nurt! Excuse me! You're not doing anything for fun!",Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41,"Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
93,JNniKJE_cqI,2026-03-30T02:16:23Z,public,default_timestamp,TRUE,2026-03-23 15:47:53,Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Yeah, got it. Come on, we need to hurry. I'm worried about the others. It's amazing here, but the mana's getting...",Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
94,1cZzvt2pT5Y,2026-03-30T02:17:39Z,public,default_timestamp,TRUE,2026-03-23 15:55:39,Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39,"Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"What's this? Come on, Lucas! Holding down the fort. Ah, Luca, Marco.",Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39,"Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
95,rV6g2GP5R3Y,2026-03-30T02:18:03Z,public,default_timestamp,TRUE,2026-03-23 15:58:28,Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28,"Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Brrrr! Is this... Ha! Ah! Huh! The Black Bull's headquarters are closer to Neon than any of the other Magic Night Squats. So why are they taking so long to respond to the alert? Ha! Huh! Then again, who knows what a bunch of misfit crazies...",Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28,"Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
96,kkcycfvuExs,2026-03-30T02:18:25Z,public,default_timestamp,TRUE,2026-03-23 16:56:22,Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22,"Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Instead of brains, that's what people call a joke. What? I'm a magic knight in this trouble. That's what I'm doing here, idiot. We heard about what was going on, but everyone back at the hideout was useless as usual, so here I am.",Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22,"Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
